context1,y
южному вьетнаму для замены самолётов c   сша поставили  c  a  они также использовались для сброса на вражеские позиции   кг бомб blu   и   кг кассетных cbu    южновьетнамская сторона потеряла   геркулесов  по боевым и техническим причинам и  c   было захвачено северовьетнамцами в качестве  трофеев на авиабазе тан сон нат ,0
унаследовать можно и  дворянские  титул ы и  престол  престолонаследие  в публицистике и историографии иногда говорят о  наследстве  отдельных распавшихся государств  особенно крупных империй  популярны словосочетания  война за испанское наследство   война за австрийское наследство   война за баварское наследство ,0
на востоке аннексировано набатейское царство  в    год год ах в ходе войны с парфией император присоединил к римскому государству великую армению и месопотамию  в  году дошёл до персидского залива и захватил столицу парфян ктесифон  однако из  за восстания в  иудее траян был вынужден остановить кампанию и вернуться обратно  в августе  год год а в киликии на пути в рим траян скончался ,0
это соответствует светимости около  меньше  чем у некоторых очень ярких звёзд  таких как канопус  альфа киля  и сопоставимо со светимостью беллатрикс в созвездии  ориона  дисперсия скоростей в галактике составляет ,0
родилась и выросла в городе матагальпа в антиклерикал ьной семье среднего класса  окончила католическую школу для девочек  сан  хосе   colegio de señoritas  san josé  впоследствии получила медицинское образование в университете  леона  училась с  года ,0
река  драгор  протекает в юго  западной части северной македонии  исток её находится в горном массиве  баба  на высоте  метров над уровнем моря  длина драгора составляет около  километров  он протекает мимо северомакедонских сёл дихово  братин дол и нижеполе  затем через город битола  и в одном километре северо  западнее села новаци впадает в реку црна ,0
деревня власово находится у боровского шоссе примерно в  км к западу от центра города  московский  около деревни находится станция крёкшино киевского направления мжд  ближайшие населённые пункты  деревня большое свинорье  посёлки красные горки и станции крёкшино ,0
репертуар группы состоял как из  стандартов эры свинга и бибоп а  так и из оригинальных композиций  таких как  django   написанной льюисом в память о джазовом гитаристе джанго рейнхардт е  и пьесы джексона  bags  groove   название образовано от прозвища джексона   bags ,0
ро близнецов  ρ gem  ρ geminorum   обозначение байера звезды в северном созвездии близнецов  звезда имеет видимую величину     видна невооружённым глазом и находится на расстоянии  пк от солнца ,0
 января сталин и дзержинский выехали в москву и уже через два дня предоставили главе советского правительства подробный доклад о причинах падения перми и о мерах  принятых ими для восстановления положения  в частности  они указывали на отсутствие людских и материальных  резервов  на  засорение  армии  классово чуждыми элементами  и на плохое материальное обеспечение красноармейцев ,0
уголовно  правовое поощрение  антирепрессивный метод   применяется к лицам  совершившим преступление и стремящимся искупить свою  вину перед обществом  либо к лицам  причиняющим вред при наличии обстоятельств  исключающих преступность деяния  выражается в стимулировании лица к совершению определённых действий путём освобождения его от обременений  связанных с уголовно  правовым принуждением ,0
основными отечественными центрами исследований в области методов ядерной медицины являются нбик  центр курчатовского института и институт теоретической и экспериментальной физики  оба  москва  институт физики высоких энергий  ифвэ  протвино  петербургский институт ядерной физики  пияф   гатчина  мрнц им  а  ф  цыба  обнинск ,0
фидий  ок   до н  э   ок   до н  э     древнегреческий скульптор и архитектор  один из величайших художников периода высокой классики  друг перикл а ,0
ontario consultants on religious tolerance отмечает  что сегодня  пресса и медиафигуры скептически относятся к  теориям сатанинского заговора  а специалисты из сил правопорядка  криминологи  психологи и исследователи религии считают информацию о них ложной или  по меньшей мере  весьма преувеличенной ,0
прочие влияния восстанавливаются исключительно гипотетически  из западноевропейских комментаторов  никомаховой этики  вермильи  видимо  использовал только  из комментаторов других работ аристотеля   аммония  фемистия  симпликия  аверроэс а и альберта великого ,0
им опубликованы работы по языкам индейцев юто  ацтекской семьи и семьи  майя  а также ряд статей более общего характера  рассчитанных на широкую аудиторию  в которых и изложены основные положения теории  лингвистической относительности ,0
в    год ах сражался в составе интернациональной бригады в  испании  был комиссаром венгерского батальона  после поражения испанской республики был в  году интернирован во франции  в  год у нелегально возвратился в венгрию  где был арестован и приговорён к длительному тюремному заключению ,0
бухта названа в честь натуралиста чарльза дарвина  который вместе с робертом фицроем на бриг  шлюпе  бигль совершил плавание вокруг некоторых частей австралии  тем не менее  дарвин и фицрой во время своего плавания не приближались к бухте дарвина ближе чем на  морских миль и не знали о её существовании ,0
в отличие от экранного каше  сохраняющего исходный кадр полностью  при пансканировании теряется до половины его полезной площади  поэтому при переводе в классический формат часто применяется   панорамирование  широкоэкранного кадра путём перемещения копируемой области вдоль длинной стороны исходного изображения  техника  выкопировки  части кадра применялась при тиражировании фильмокопий для перевода фильмов с широким экраном в классический или узкоплёночный форматы на киноплёнках    и   мм ,0
в июне  года фотокорреспондент  украинских новостей  богдан бортаков во время заседания верховной рады зафиксировал общение депутата от партии   возрождение  виталия хомутынника с харьковскими чиновниками  вопросы решались при помощи общения по мобильному телефону  в том числе по sms ,0
предельный ток  ток электролиз а в условиях  когда  скорость замедленной  лимитирующей  стадии процесса на электрод е достигает предельной величины  на поляризационной кривой предельному току соответствует участок  почти параллельный оси потенциала  то есть ток здесь слабо зависит от потенциала ,0
по сведения военкомата  родился в  харькове украинской сср или в гомеле белорусской сср в  году в семье белоруса  уроженца борисовского уезда  и русской  отец работал на таможне  затем на железной дороге машинистом ,0
хотя размеры синагоги были относительно небольшими  управляющие гейхал шломо во главе с доктором моше йоффе решили  что синагога будет служить примером для других синагог в израиле  в частности  что  кантор синагоги будет регулярно вести общественные молитвы вместе с профессиональным хор ом в полном объёме ,0
кёртин организовал резервистов штата в боевые части и наблюдал за созданием кэмп  кёртин  англ  camp curtin   первого военного лагеря  союза для подготовки ополченцев  в сельскохозяйственной школе неподалеку от гаррисберг а ,0
сэм флинн  технически одарённый   летний сын кевина флинна  начинает расследовать исчезновение своего отца и оказывается втянутым в тот же мир жестоких  программ и гладиатор ских игр  в котором его отец жил на протяжении  лет ,0
департамент высшего профессионального образования академии осуществляет подготовку бакалавр ов по следующим направлениям  экономика   менеджмент  учёт и аудит  финансы  маркетинг  ресторанное дело и гостиничный бизнес  оценка  логистика  информационные системы ,0
считая  что эта сторона обязана своим происхождением церковной иерархии  косой называл обряды  человеческая преданиа  особой формой идолопоклонства  поклонение икона м и святому  крест у он называл идолопоклонство м  почитание мощей косой отвергал  к таинства м относился отрицательно  он учил   к попам не приходите  и молебнов не творите  и молитвы их не требовати  и не кайтесь  и не причищайтесь  и темияном не кадитися  и на погребении от епископ ов и от попов не поминатися ,0
мы со стивеном кингом переписываемся по поводу бейсбола и книг уже около  лет  так что совмещение этих двух вещей для меня  сбытие мечты  агент кинга  чак веррилл  сказал   всегда  когда фанат ред сокс  фанат ориолс  и фанат  янкиз могут в чём  то посотрудничать  результат обязан быть фантастическим ,0
ноам вернулся в бизнес  школу в  год у  где он теперь выступает в качестве управляющего директора колумбийского института по тель  информации  научно  исследовательский центр в школе  колумбийский институт теле  информации является университет на основе научно  исследовательский центр упором на стратегию   управление  и вопросы политики в области телекоммуникаций  вычислительных и электронных сми  в дополнение к ведущим колумбийского института по тель  информационный научно  исследовательскую деятельность  ноам работает на мда концентрация в управление средств массовой информации  коммуникаций и информации в бизнес  школе и виртуального института информации  независимой  веб  исследовательские учреждения ,0
термин  интерфейс  применяется в информатике  поскольку имеется в виду совокупность унифицированных  технических и программных средств и правил  описаний  соглашений  протоколов  обеспечивающих одновременное взаимодействие устройств и  или программ в вычислительной системе или обеспечение соответствия систем ,0
для снижения хрупкости и увеличения пластичности и вязкости после закалки с полиморфным превращением применяют отпуск  после закалки без полиморфного превращения применяют старение  при отпуске имеет место некоторое снижение  твёрдости и прочности материала ,0
в  он издал в париже  курс архитектуры  в котором высказал свою трактовку теории античных архитектурных ордеров  учения о модуле и  пропорции  блондель отвергал орнаментацию и усложнённые формы барокко  а после провала попыток создать французский архитектурный ордер он ещё больше утвердился в незыблемости основ античного учения об ордерах ,0
в катарах церковь видела продолжателей манихейства в силу общей убеждённости в том  что материя является зло м  в отличие от многих других ересей  возникавших ранее  эта была не только полностью оппозиционна христианской церкви  но и отрицала важные общественные институты  брака и клятвы  многочисленны были и доктринальные отклонения от христианского вероучения ,0
начавшаяся на рубеже   х годов японская экспансия в китай и  корею и проведение там политики ассимиляции местного населения заставила командование особой краснознаменной армии во главе с маршалом василием блюхером поставить вопрос об укреплении дальневосточных рубежей советского союза и вооружении войск современной боевой техникой ,0
большинство из них происходят из южной азии  балкан  восточной европы и  кавказ а  это албанцы  пакистанцы  индийцы  афганцы  цыгане  румыны  болгары  русские  грузины  турки и казахи ,0
после завершения карьеры игрока работал журналистом  был историком спорта  по некоторым данным  во время второй мировой войны эмил служил в  полиции нгх и был активным сторонником усташ ского движения  за что поплатился головой в  год у ,0
ивонн страховски родилась в пригороде сиднея в австралийском штате новом южном уэльсе  куда её польские родители иммигрировали из томашува  мазовецкого  польская фамилия ивонн   стржеховски   была преобразована в  страховски  продюсером телесериала   чак  джошем шварцем для более лёгкого произношения  ивонн быстро привыкла к более фонетическому произношению своей фамилии  и вскоре имя ивонн страховски стало её сценическим именем в сериале  чак ,0
в  году окончил пермский сельскохозяйственный институт имени д  н  прянишникова и работал зоотехником  затем  главным зоотехником государственного племенного конного завода     пермский  пермской области  главной отраслью хозяйства которого являлось коневодство  здесь выращивались  испытывались и реализовывались рысак и и  тяжеловозы  с  года г  с  миков работал директором конного завода  пермский  рысаками этого хозяйства на ипподромах страны с  по  годы было выиграно более призов  в том числе около ста  на центральном московском ипподроме ,0
видеоклип создал ирландский режиссёр стивен бэррон  который ранее прославился такими видеоклипами как  take on me  группы a  ha и  billie jean  майкла джексона  в этом видео снова  как и в прошлом клипе   heaven  появляются британская актриса лизетт энтони и канадский актёр  это видео в  году было номинировано на премию mtv video music award в категории  лучшее мужское видео   best male video ,0
почки округло  конические  с четырьмя наружными  кожистыми  коричневыми чешуями   лист ья спирально  двухрядно расположенные  простые  сравнительно короткочерешковые  продолговато  овальные до широколанцетных  длиной    см  заострённые на вершине и от клиновидных до сердцевидных при основании  по краю грубо  зубчатые  тёмно  зелёные  довольно кожистые  с перистым жилкованием ,0
в такой коллекции соответствующий филателистический материал должен быть представлен с максимальной полнотой  сюда включаются пробы  проекты  образцы  основные выпуски  всевозможные разновидности  частичные и полные фальсификаты  полиграфический  брак и другие аналогичные материалы  должны быть представлены обычные и особые случаи почтового применения исследуемых изданий ,0
сама колокольня демонстрирует сразу две фазы английской готической архитектуры  большая часть была создана в ранне  английском стиле xiii века  а расширение относится к  перпендикулярному стилю  xv века  каменные вершины  пинакли  на башне были добавлены в честь алмазного юбилея королевы виктории  в  году   купель из песчаник а внутри храма датируется xiii веком ,0
этими движениями управляют более десятка мышц  благодаря чему ушная раковина может поворачиваться почти на   при этом кошка обладает способностью пространственного слуха  может распознать силу звука  его удаление и  высоту  и на основании этих данных очень точно оценить месторасположение его источника  слух кошек настолько хорошо развит  что они в состоянии с закрытыми глазами ориентироваться в пространстве на шорох и писк и ловить пробегающих мимо мышей  слух человека не в состоянии столь точно позиционировать месторасположение источника шума ,0
с  по  год он был ректором университета висконсина и агентом совета покровителей фонда средних школ  в  году стал президентом колледжа св  иоанна   аннаполис  штат мэриленд  и с  по  год был первым в соединённых штатах комиссаром образования  заложив в этой должности основу для последующей значительной работы бюро образования ,0
антисфен проповедовал аскетизм  естественность  приоритет личных интересов перед государственными  отрицая традиционную религию и государство  он и диоген первыми назвали себя не гражданами какого  либо определённого государства  а гражданами всего мира   космополитами ,0
в работах по классической частной генетике уток  с применением гибридологического анализа  выявлены ген ы окраски оперения и других дискретных морфологических признаков и определена генетическая структура некоторых утиных пород по этим  локус ам  в том числе ,0
это было типичное землетрясение  обусловленное движением  плит  по гватемале проходит граница между движущейся на восток карибской плитой и движущейся на запад северо  американской плитой  отрезок этой границы имеет название  разлом мотагуа  по которому обычно эти две плиты сдвигаются друг относительно друга на два метра за каждые сто лет  и из  за этого здесь происходят сильные землетрясения ,0
основные успехи венгра связаны с выступлениями в двойках с двукратным олимпийским чемпионом дьёрдьем колоничем  в  году на  олимпиаде пара колонич  козманн завоевала бронзовую награду на дистанции  метров  а на дистанции в два раза короче венгры стали седьмыми ,0
понятие  отечество   отчизна  обозначает страну предков   отцов  человека  а также часто имеет эмоциональный подтекст  подразумевающий  что некоторые испытывают к отечеству особое чувство  которое сочетает любовь и чувство долга  патриотизм ,0
процессы рнк  интерференции обнаружены в клетка х многих эукариот  у животных  растений и грибов  система рнк  интерференции играет важную роль в защите клеток от вирусов  паразитирующих ген ов  транспозонов  а также в регуляции  развития  дифференцировки и экспрессии генов организм а ,0
в начале спуска возникает баланс между сопротивлением воздуха и силой тяжести  после этого стрела начинает ускоряться  это происходит из  за того  что оперение и длинная трубка создают эффект планирования   пуля таким эффектом не обладают из  за отсутствия оперения и меньших размеров ,0
все  км главных путей железных дорог общего пользования  принадлежащих федеральной компании sbb  cff  ffs  полностью электрифицированы  в горах проложено более   туннелей  включая симплонский     км  в горных регионах работают фуникулёр ы и канатные дороги ,0
одним из наиболее интересных фильмов того времени с её участием стал   обход     режиссёра николаса роуга  экспериментальная драма  в которой в поэтической манере было показано столкновение двух культур австралийского континента  городской культуры белых людей и изначальной  принадлежащей абориген ам ,0
нью  эйдж отличается от традиционных религиозных движений тем  что он не представлен каким  то одним определённым духовным учением или религиозным воззрением  сектой  общиной  традицией   школой  а включает в себя множество  иногда на практике очень мало совместимых  различных духовно настроенных оккультных  эзотерических и метафизических учений  практик и концепций ,0
согласно учению астропсихологии небесные тела оказывают влияние на ту или иную область психологической и поведенческой сферы человека  поэтому  анализируя положение небесных тел в знаках зодиака и взаимное влияние небесных тел через  аспекты  можно сделать заключение о поведенческих особенностях человека ,0
в трагедии  гелиады  эсхил разрабатывал миф о фаэтон е  сыне бога солнца  гелиос а  который решил проехать по небосводу в колеснице  но не сдержал коней и едва не стал причиной мировой катастрофы ,0
восьмью годами ранее капитан джон олкок и лейтенант артур браун на бомбардировщике vickers vimy без остановок совершили перелёт из сент  джона   ньюфаундленд в клифден  ирландия  июня  г  выиграв приз       приз нортклифф ,0
как и богини более поздних религий  чей образ восходит к доисторическому образу богини  матери  она в разных культурах ассоциируется также с пещерами  которые воспринимаются как лоно богини  водной стихией  растительностью  астральными объектами  что указывает на универсальный характер культа этого божества   мать дарует жизнь  поэтому самый важнейший её атрибут  плодовитость ,0
верховный трибунал апостольской сигнатуры выступает в качестве высшей судебной инстанции  рассматривая вопросы о недействительности приговоров о принятии дел к повторному рассмотрению при открытии новых обстоятельств  о протестах против судей трибунала священной римской роты  о конфликтах полномочий между судами  смотрите  ккп  канон  ,0
это был коллектив  который на протяжении более чем десятилетия с преимущественно с англоязычным репертуаром играл на белорусской инди  рок и пауэр  поп сцене  он издал один полноформатный альбом   gentleman  в  году и множество синглов и ep за всё время ,0
qt  использует qtquick   аппаратно  ускоренный opengl   es  scenegraph для составления и воспроизведения графики на экране  что позволяет разгружать вычислительно дорогие графические задачи рендеринга на gpu  освобождая ресурсы на главном процессоре быстрее и эффективнее ,0
знаменитый учёный античности клавдий птолемей в своей   географии  середины ii век а вместо римского названия  britannia  использует греческое  alouiōn   albion  возможно  под влиянием известного математика и картографа марина тирского ,0
судя по записям средневекового хрониста матвея парижского  к xiii век у среди английских крестоносцев утвердился красный крест  крест святого георгия  среди французов  серебряный или белый  среди итальянцев   жёлтый или лазурный крест  среди немцев  чёрный  среди фламандцев  зелёный  среди испанцев  пурпурный  среди шотландцев  серебряный андреевский крест ,0
с ярославлем связано действие романов  война и мир  л  н  толстого и  два капитана  в  каверина  на волжской набережной туристам даже показывают дом болконского  город упоминается во второй части  робинзона крузо  д  дефо  а в его окрестностях михаил кузмин поместил действие повести   крылья  из западных писателей в ярославле бывали александр дюма  отец и жан  поль сартр ,0
в то же время в своем мирном облике она является адвокат ом и  прицениваясь к сорвиголове  помогает родителям психически больной жены мердока миллы донован в получении прав на неё  когда один из её партнеров обнаруживает это  она убивает его  чтобы воспрепятствовать  руке узнать правду  хироси утверждает  что всё сделанное ей было согласно его воле ,0
во второй половине xx в  в связи с процессами глобализации и массовой  миграции интенсифицировались исследования в области аккультурации  анализ проблем освоения чужой культуры и  в частности  культурного шока поставил перед специалистами закономерный вопрос о целенаправленной подготовке человека к межкультурному взаимодействию и стимулировал новый виток исследований в области межкультурной компетенции ,0
получил образование в минск е  принимал активное участие в  сионистском движении с момента его возникновения  до этого  в движении  ховевей цион      изучал естественные науки в петербургском университете ,0
 июля флот кальдера из  линейных кораблей  двух  фрегат ов  куттера и люгера находился возле мыса финистерре  когда он столкнулся с объединенным франко  испанским флотом из  линейных кораблей  семи фрегатов и двух шлюпов ,0
высушивание проводят в сушильном шкафу при температуре     с или на воздухе  если не требуется высокая скорость  после высушивания фильтр  озоляют  то есть нагревают в присутствии кислород а  сначала обугливая его  а затем окисляя  продукты окисления   co и co  газы  но без открытого горения  некоторые вещества восстанавливаются углём  поэтому с ними работают иначе ,0
после революции эмигрировал в  китай  где жил и служил в шанхае  через архиепископа мелетия  заборовского  подал прошение о восстановлении в духовном сане  что было удовлетворено архиерейским синодом русской православной церкви заграницей ,0
в первые несколько лет с момента создания  grom являлся секретным и неизвестным общественности  впервые отряд был упомянут в сообщениях  прессы в  год у и стал известен общественности в  год у  после своей первой крупной военной операции на гаити  до jw  был подчинён министерству внутренних дел польши  затем командование было передано армии ,0
бурые угли характеризуются повышенным содержанием фенол ьных  карбоксильных и гидроксильных групп  наличием свободных гуминовых кислот  содержание которых снижается с повышением степени  метаморфизм а от  до     и смол от  до  ,0
пятый альбом под названием  black widow  был выпущен  ноября  года и дебютировал на  строчке американских чартов  что является наивысшей позицией в чартах на сегодняшний день  шестой альбом под названием   ritual  был выпущен летом  и дебютировал на  строчке ,0
в турнире участвовали  команд  восемь из европы  великобритания  нидерланды  швейцария  австрия  бельгия  испания  франция  дания  три из азии  индия  пакистан  афганистан  одна из северной америки  сша  одна из южной америки   аргентина  индийские и пакистанские хоккеисты впервые выступали отдельными командами после разделения в  году британской индии на два независимых государства ,0
на  круге первый гонщик из лидеров  райкконен  отправляется в боксы  после серии пит  стопов происходит  перестановка среди лидеров  феттель обоходит  массу  помимо всего у некоторых гонщиков  в частности  у райкконена  возникают заминки во время пит  стопов ,0
кроме слотов расширения isa на плате имелись лишь разъёмы для подключения клавиатуры и магнитофона  все прочие устройства  видеоадаптер  контроллер гибких и жёстких дисков   com и lpt  портов  располагались на платах расширения ,0
на нём хой экспериментирует с рэпом и  впервые за последние годы  помимо использования секвенсорного баса  привлекает к записи бас  гитариста эльбруса черкезова  также на помощь приглашается  сессионный барабанщик  gala records  имя которого  к сожалению  неизвестно ,0
министерство труда и социальной защиты населения азербайджанской республики  azərbaycan respublikasının əmək və əhalinin sosial müdafiəsi nazirliyi  отвечает за регулирование рынка труд а и обеспечения социальной защиты населения азербайджан а   министерство возглавляет сахиль бабаев ,0
свою последнюю на сегодняшний день номинацию на премию академии джим шеридан получил за создание сценария к полуавтобиографической драме  в америке  основанной на его собственной жизни в нью  йорке в начале   х  из последних проектов режиссёра выделяются   братья  с тоби магуайром  натали портман и джейком джилленхолом  а также триллер  дом грёз ,0
